function,dimension,p_sigma_mode,generator,seed,p_sigma_seed,best_f,evaluations,reached_target
rastrigin,2,zero,mt19937,21,2000024,4.974790247647377,20005,False
rastrigin,2,zero,mt19937,22,2000025,1.9899181141865796,20005,False
rastrigin,2,zero,mt19937,23,2000026,8.371245030502905e-09,415,True
rastrigin,2,zero,mt19937,24,2000027,0.8833925328341579,20005,False
rastrigin,2,zero,mt19937,25,2000028,0.9949590570932898,20005,False
rastrigin,2,zero,mt19937,26,2000029,0.9949590570932898,20005,False
rastrigin,2,zero,mt19937,27,2000030,15.070632080046071,20005,False
rastrigin,2,zero,mt19937,28,2000031,0.21935833855600606,20005,False
rastrigin,2,zero,mt19937,29,2000032,31.83848758492306,20005,False
rastrigin,2,zero,mt19937,30,2000033,9.949560298580298,20005,False
rastrigin,2,random,pcg64,1,2000004,9.949560298580298,20005,False
rastrigin,2,random,pcg64,2,2000005,1.9899181141865796,20005,False
rastrigin,2,random,pcg64,3,2000006,1.7914204094765154,20005,False
rastrigin,2,random,pcg64,4,2000007,1.0341878464714682e-09,511,True
rastrigin,2,random,pcg64,5,2000008,16.91420284955482,20005,False
rastrigin,2,random,pcg64,6,2000009,0.9949590570932898,20005,False
rastrigin,2,random,pcg64,7,2000010,4.974790247647377,20005,False
rastrigin,2,random,pcg64,8,2000011,19.899074983015616,20005,False
rastrigin,2,random,pcg64,9,2000012,9.949560298580298,20005,False
rastrigin,2,random,pcg64,10,2000013,9.949560298580298,20005,False
rastrigin,2,random,pcg64,11,2000014,3.979831190554087,20005,False
rastrigin,2,random,pcg64,12,2000015,0.9949590570932898,20005,False
rastrigin,2,random,pcg64,13,2000016,2.881151465658121,20005,False
rastrigin,2,random,pcg64,14,2000017,9.893975587897078,20005,False
rastrigin,2,random,pcg64,15,2000018,1.9899181141865796,20005,False
rastrigin,2,random,pcg64,16,2000019,9.992000116199051e-09,451,True
rastrigin,2,random,pcg64,17,2000020,3.6955732130067567,20005,False
rastrigin,2,random,pcg64,18,2000021,9.058744865342305e-09,433,True
rastrigin,2,random,pcg64,19,2000022,5.687486055027886,20005,False
rastrigin,2,random,pcg64,20,2000023,0.9949590570932898,20005,False
rastrigin,2,random,pcg64,21,2000024,5.386411316976591e-10,355,True
rastrigin,2,random,pcg64,22,2000025,5.06360464669342e-09,487,True
rastrigin,2,random,pcg64,23,2000026,6.56569909551763e-10,391,True
rastrigin,2,random,pcg64,24,2000027,0.5659281348668586,20005,False
rastrigin,2,random,pcg64,25,2000028,8.37066593817326e-09,469,True
rastrigin,2,random,pcg64,26,2000029,0.9949590570932898,20005,False
rastrigin,2,random,pcg64,27,2000030,4.974790247647377,20005,False
rastrigin,2,random,pcg64,28,2000031,1.4139063037927855,20005,False
rastrigin,2,random,pcg64,29,2000032,1.9899181141865796,20005,False
rastrigin,2,random,pcg64,30,2000033,4.974790247647377,20005,False
rastrigin,2,random,mt19937,1,2000004,4.974790247647375,20005,False
rastrigin,2,random,mt19937,2,2000005,3.979831190554087,20005,False
rastrigin,2,random,mt19937,3,2000006,1.9899181141865796,20005,False
rastrigin,2,random,mt19937,4,2000007,1.3630375986753585,20005,False
rastrigin,2,random,mt19937,5,2000008,1.9899181141865796,20005,False
rastrigin,2,random,mt19937,6,2000009,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,7,2000010,1.0816391792354239,20005,False
rastrigin,2,random,mt19937,8,2000011,0.861938446553367,20005,False
rastrigin,2,random,mt19937,9,2000012,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,10,2000013,1.9899181141865796,20005,False
rastrigin,2,random,mt19937,11,2000014,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,12,2000015,3.979831190554087,20005,False
rastrigin,2,random,mt19937,13,2000016,1.027210564816233,20005,False
rastrigin,2,random,mt19937,14,2000017,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,15,2000018,0.7526926910042135,20005,False
rastrigin,2,random,mt19937,16,2000019,3.979831190554087,20005,False
rastrigin,2,random,mt19937,17,2000020,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,18,2000021,5.2012403273238306e-09,409,True
rastrigin,2,random,mt19937,19,2000022,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,20,2000023,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,21,2000024,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,22,2000025,9.110578957916005e-11,421,True
rastrigin,2,random,mt19937,23,2000026,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,24,2000027,5.808048783736069,20005,False
rastrigin,2,random,mt19937,25,2000028,3.979831190554087,20005,False
rastrigin,2,random,mt19937,26,2000029,5.669485498614494,20005,False
rastrigin,2,random,mt19937,27,2000030,0.9949590570932898,20005,False
rastrigin,2,random,mt19937,28,2000031,1.9899181141865796,20005,False
rastrigin,2,random,mt19937,29,2000032,31.838487584923058,20005,False
rastrigin,2,random,mt19937,30,2000033,10.43242789335504,20005,False
rastrigin,10,zero,pcg64,1,2000004,13.929416723667913,20001,False
rastrigin,10,zero,pcg64,2,2000005,21.889074066957008,20001,False
rastrigin,10,zero,pcg64,3,2000006,12.934457666574616,20001,False
rastrigin,10,zero,pcg64,4,2000007,11.939498609481348,20001,False
rastrigin,10,zero,pcg64,5,2000008,4.974795285466456,20001,False
rastrigin,10,zero,pcg64,6,2000009,8.954626476020536,20001,False
rastrigin,10,zero,pcg64,7,2000010,12.93445766657463,20001,False
rastrigin,10,zero,pcg64,8,2000011,21.889038711347183,20001,False
rastrigin,10,zero,pcg64,9,2000012,17.909232755326627,20001,False
rastrigin,10,zero,pcg64,10,2000013,28.85370145903616,20001,False
rastrigin,10,zero,pcg64,11,2000014,14.92435558404675,20001,False
rastrigin,10,zero,pcg64,12,2000015,12.93445766657463,20001,False
rastrigin,10,zero,pcg64,13,2000016,13.929416723667913,20001,False
rastrigin,10,zero,pcg64,14,2000017,12.934457666574616,20001,False
rastrigin,10,zero,pcg64,15,2000018,7.959667418927268,20001,False
rastrigin,10,zero,pcg64,16,2000019,11.939503647300413,20001,False
rastrigin,10,zero,pcg64,17,2000020,11.939478412766874,20001,False
rastrigin,10,zero,pcg64,18,2000021,11.939498609481348,20001,False
rastrigin,10,zero,pcg64,19,2000022,7.959672456746318,20001,False
rastrigin,10,zero,pcg64,20,2000023,18.904186774600845,20001,False
rastrigin,10,zero,pcg64,21,2000024,7.959667418927239,20001,False
rastrigin,10,zero,pcg64,22,2000025,16.914288857128696,20001,False
rastrigin,10,zero,pcg64,23,2000026,27.858803174983237,20001,False
rastrigin,10,zero,pcg64,24,2000027,18.904201933496225,20001,False
rastrigin,10,zero,pcg64,25,2000028,5.969754342559753,20001,False
rastrigin,10,zero,pcg64,26,2000029,16.91426866041425,20001,False
rastrigin,10,zero,pcg64,27,2000030,13.929416723667913,20001,False
rastrigin,10,zero,pcg64,28,2000031,7.959667418927253,20001,False
rastrigin,10,zero,pcg64,29,2000032,1.9899181141865796,20001,False
rastrigin,10,zero,pcg64,30,2000033,13.929416723667913,20001,False
rastrigin,10,zero,mt19937,1,2000004,13.929411685848834,20001,False
rastrigin,10,zero,mt19937,2,2000005,18.904186774600845,20001,False
rastrigin,10,zero,mt19937,3,2000006,10.94454459020713,20001,False
rastrigin,10,zero,mt19937,4,2000007,17.909227717507548,20001,False
rastrigin,10,zero,mt19937,5,2000008,30.84366014954864,20001,False
rastrigin,10,zero,mt19937,6,2000009,6.96471339965305,20001,False
rastrigin,10,zero,mt19937,7,2000010,15.919329800035428,20001,False
rastrigin,10,zero,mt19937,8,2000011,17.909227717507548,20001,False
rastrigin,10,zero,mt19937,9,2000012,20.894115009863725,20001,False
rastrigin,10,zero,mt19937,10,2000013,15.919329800035428,20001,False
rastrigin,10,zero,mt19937,11,2000014,9.949585533113833,20001,False
rastrigin,10,zero,mt19937,12,2000015,20.894099850968345,20001,False
rastrigin,10,zero,mt19937,13,2000016,18.904201933496225,20001,False
rastrigin,10,zero,mt19937,14,2000017,17.909242876402914,20001,False
rastrigin,10,zero,mt19937,15,2000018,3.979836228373159,20001,False
rastrigin,10,zero,mt19937,16,2000019,7.959667418927253,20001,False
rastrigin,10,zero,mt19937,17,2000020,11.939498609481348,20001,False
rastrigin,10,zero,mt19937,18,2000021,10.94453955238805,20001,False
rastrigin,10,zero,mt19937,19,2000022,4.974795285466456,20001,False
rastrigin,10,zero,mt19937,20,2000023,6.964708361833971,20001,False
rastrigin,10,zero,mt19937,21,2000024,6.9647083618339565,20001,False
rastrigin,10,zero,mt19937,22,2000025,22.884017965154925,20001,False
rastrigin,10,zero,mt19937,23,2000026,6.96471339965305,20001,False
rastrigin,10,zero,mt19937,24,2000027,11.939478412766903,20001,False
rastrigin,10,zero,mt19937,25,2000028,22.884033124050305,20001,False
rastrigin,10,zero,mt19937,26,2000029,14.924375780761224,20001,False
rastrigin,10,zero,mt19937,27,2000030,27.85882337169768,20001,False
rastrigin,10,zero,mt19937,28,2000031,9.949585533113833,20001,False
rastrigin,10,zero,mt19937,29,2000032,14.924375780761224,20001,False
rastrigin,10,zero,mt19937,30,2000033,10.94453955238805,20001,False
rastrigin,10,random,pcg64,1,2000004,6.9647083618339565,20001,False
rastrigin,10,random,pcg64,2,2000005,10.944519355673592,20001,False
rastrigin,10,random,pcg64,3,2000006,4.974795285466456,20001,False
rastrigin,10,random,pcg64,4,2000007,5.969754342559753,20001,False
rastrigin,10,random,pcg64,5,2000008,11.939498609481348,20001,False
rastrigin,10,random,pcg64,6,2000009,12.934457666574616,20001,False
rastrigin,10,random,pcg64,7,2000010,17.90924791422202,20001,False
rastrigin,10,random,pcg64,8,2000011,7.959667418927253,20001,False
rastrigin,10,random,pcg64,9,2000012,14.92437074294213,20001,False
rastrigin,10,random,pcg64,10,2000013,10.94454459020713,20001,False
rastrigin,10,random,pcg64,11,2000014,9.949585533113833,20001,False
rastrigin,10,random,pcg64,12,2000015,12.934457666574644,20001,False
rastrigin,10,random,pcg64,13,2000016,12.934457666574616,20001,False
rastrigin,10,random,pcg64,14,2000017,15.919329800035428,20001,False
rastrigin,10,random,pcg64,15,2000018,4.974795285466456,20001,False
rastrigin,10,random,pcg64,16,2000019,16.91428885712871,20001,False
rastrigin,10,random,pcg64,17,2000020,15.919309603320983,20001,False
rastrigin,10,random,pcg64,18,2000021,18.904186774600845,20001,False
rastrigin,10,random,pcg64,19,2000022,19.899160990589507,20001,False
rastrigin,10,random,pcg64,20,2000023,11.939498609481348,20001,False
rastrigin,10,random,pcg64,21,2000024,12.934457666574616,20001,False
rastrigin,10,random,pcg64,22,2000025,16.914288857128696,20001,False
rastrigin,10,random,pcg64,23,2000026,21.889053870242563,20001,False
rastrigin,10,random,pcg64,24,2000027,8.954626476020536,20001,False
rastrigin,10,random,pcg64,25,2000028,6.9647133996530215,20001,False
rastrigin,10,random,pcg64,26,2000029,12.93445766657463,20001,False
rastrigin,10,random,pcg64,27,2000030,5.969754342559753,20001,False
rastrigin,10,random,pcg64,28,2000031,6.96471339965305,20001,False
rastrigin,10,random,pcg64,29,2000032,22.884033124050305,20001,False
rastrigin,10,random,pcg64,30,2000033,7.959667418927239,20001,False
rastrigin,10,random,mt19937,1,2000004,12.934457666574616,20001,False
rastrigin,10,random,mt19937,2,2000005,5.96974930474066,20001,False
rastrigin,10,random,mt19937,3,2000006,22.884033124050305,20001,False
rastrigin,10,random,mt19937,4,2000007,9.949585533113833,20001,False
rastrigin,10,random,mt19937,5,2000008,12.934457666574616,20001,False
rastrigin,10,random,mt19937,6,2000009,14.92437578076121,20001,False
rastrigin,10,random,mt19937,7,2000010,12.934437469860171,20001,False
rastrigin,10,random,mt19937,8,2000011,9.949585533113833,20001,False
rastrigin,10,random,mt19937,9,2000012,17.909247914222007,20001,False
rastrigin,10,random,mt19937,10,2000013,11.939498609481333,20001,False
rastrigin,10,random,mt19937,11,2000014,24.87393104152244,20001,False
rastrigin,10,random,mt19937,12,2000015,19.899160990589507,20001,False
rastrigin,10,random,mt19937,13,2000016,8.954626476020536,20001,False
rastrigin,10,random,mt19937,14,2000017,11.939498609481348,20001,False
rastrigin,10,random,mt19937,15,2000018,11.939498609481348,20001,False
rastrigin,10,random,mt19937,16,2000019,6.9647083618339565,20001,False
rastrigin,10,random,mt19937,17,2000020,20.89409985096836,20001,False
rastrigin,10,random,mt19937,18,2000021,9.949585533113833,20001,False
rastrigin,10,random,mt19937,19,2000022,12.934437469860171,20001,False
rastrigin,10,random,mt19937,20,2000023,10.944539552388036,20001,False
rastrigin,10,random,mt19937,21,2000024,28.853701459036174,20001,False
rastrigin,10,random,mt19937,22,2000025,5.969754342559753,20001,False
rastrigin,10,random,mt19937,23,2000026,19.899140793875063,20001,False
rastrigin,10,random,mt19937,24,2000027,11.939498609481348,20001,False
rastrigin,10,random,mt19937,25,2000028,14.92437578076121,20001,False
rastrigin,10,random,mt19937,26,2000029,19.899145831694142,20001,False
rastrigin,10,random,mt19937,27,2000030,30.84361453540366,20001,False
rastrigin,10,random,mt19937,28,2000031,7.959667418927253,20001,False
rastrigin,10,random,mt19937,29,2000032,7.959672456746333,20001,False
rastrigin,10,random,mt19937,30,2000033,20.89409985096836,20001,False
rastrigin,30,zero,pcg64,1,2000004,61.687365730345334,20007,False
rastrigin,30,zero,pcg64,2,2000005,59.697462775054106,20007,False
rastrigin,30,zero,pcg64,3,2000006,50.742826177957255,20007,False
rastrigin,30,zero,pcg64,4,2000007,49.74785196196859,20007,False
rastrigin,30,zero,pcg64,5,2000008,49.74789739321659,20007,False
rastrigin,30,zero,pcg64,6,2000009,41.78822997428932,20007,False
rastrigin,30,zero,pcg64,7,2000010,42.78317895574446,20007,False
rastrigin,30,zero,pcg64,8,2000011,55.71761138778555,20007,False
rastrigin,30,zero,pcg64,9,2000012,44.77308191103566,20007,False
rastrigin,30,zero,pcg64,10,2000013,69.64694714169866,20007,False
rastrigin,30,zero,pcg64,11,2000014,54.72259155765187,20007,False
rastrigin,30,zero,pcg64,12,2000015,39.79830682228368,20007,False
rastrigin,30,zero,pcg64,13,2000016,39.79830173902644,20007,False
rastrigin,30,zero,pcg64,14,2000017,40.793270917196025,20007,False
rastrigin,30,zero,pcg64,15,2000018,53.727713470313404,20007,False
rastrigin,30,zero,pcg64,16,2000019,28.85379754224823,20007,False
rastrigin,30,zero,pcg64,17,2000020,35.81850086626309,20007,False
rastrigin,30,zero,pcg64,18,2000021,61.687299919485866,20007,False
rastrigin,30,zero,pcg64,19,2000022,46.7630202219367,20007,False
rastrigin,30,zero,pcg64,20,2000023,45.76805612702432,20007,False
rastrigin,30,zero,pcg64,21,2000024,44.773102107750134,20007,False
rastrigin,30,zero,pcg64,22,2000025,78.60156354208107,20007,False
rastrigin,30,zero,pcg64,23,2000026,47.75795908231555,20007,False
rastrigin,30,zero,pcg64,24,2000027,49.74788731757843,20007,False
rastrigin,30,zero,pcg64,25,2000028,59.69744761615874,20007,False
rastrigin,30,zero,pcg64,26,2000029,46.763040418651144,20007,False
rastrigin,30,zero,pcg64,27,2000030,55.71761642560463,20007,False
rastrigin,30,zero,pcg64,28,2000031,55.71761642560463,20007,False
rastrigin,30,zero,pcg64,29,2000032,57.70744853221734,20007,False
rastrigin,30,zero,pcg64,30,2000033,58.70250371796081,20007,False
rastrigin,30,zero,mt19937,1,2000004,35.8184756317296,20007,False
rastrigin,30,zero,mt19937,2,2000005,45.76805612702435,20007,False
rastrigin,30,zero,mt19937,3,2000006,50.74286657138617,20007,False
rastrigin,30,zero,mt19937,4,2000007,56.712590641593295,20007,False
rastrigin,30,zero,mt19937,5,2000008,50.74281101906189,20007,False
rastrigin,30,zero,mt19937,6,2000009,69.64700287691994,20007,False
rastrigin,30,zero,mt19937,7,2000010,64.67227321941593,20007,False
rastrigin,30,zero,mt19937,8,2000011,66.66211054674466,20007,False
rastrigin,30,zero,mt19937,9,2000012,49.74790751429285,20007,False
rastrigin,30,zero,mt19937,10,2000013,36.813439726641946,20007,False
rastrigin,30,zero,mt19937,11,2000014,42.783158759030016,20007,False
rastrigin,30,zero,mt19937,12,2000015,48.752933298304185,20007,False
rastrigin,30,zero,mt19937,13,2000016,45.768081361557876,20007,False
rastrigin,30,zero,mt19937,14,2000017,57.707534539791226,20007,False
rastrigin,30,zero,mt19937,15,2000018,50.742826177957255,20007,False
rastrigin,30,zero,mt19937,16,2000019,35.81848066954865,20007,False
rastrigin,30,zero,mt19937,17,2000020,49.7478063478236,20007,False
rastrigin,30,zero,mt19937,18,2000021,36.81345488553734,20007,False
rastrigin,30,zero,mt19937,19,2000022,55.7176517812145,20007,False
rastrigin,30,zero,mt19937,20,2000023,54.722662406330414,20007,False
rastrigin,30,zero,mt19937,21,2000024,64.67221766709164,20007,False
rastrigin,30,zero,mt19937,22,2000025,75.61670656751565,20007,False
rastrigin,30,zero,mt19937,23,2000026,48.75293329830424,20007,False
rastrigin,30,zero,mt19937,24,2000027,55.71755565256427,20007,False
rastrigin,30,zero,mt19937,25,2000028,44.773102107750105,20007,False
rastrigin,30,zero,mt19937,26,2000029,34.823536771350746,20007,False
rastrigin,30,zero,mt19937,27,2000030,54.72267756522578,20007,False
rastrigin,30,zero,mt19937,28,2000031,50.742831215776334,20007,False
rastrigin,30,zero,mt19937,29,2000032,40.79329111391047,20007,False
rastrigin,30,zero,mt19937,30,2000033,76.61161007228463,20007,False
rastrigin,30,random,pcg64,1,2000004,30.843710618615717,20007,False
rastrigin,30,random,pcg64,2,2000005,49.74787215868304,20007,False
rastrigin,30,random,pcg64,3,2000006,65.66715148965142,20007,False
rastrigin,30,random,pcg64,4,2000007,64.6721974703772,20007,False
rastrigin,30,random,pcg64,5,2000008,53.72765773509218,20007,False
rastrigin,30,random,pcg64,6,2000009,49.747907514292876,20007,False
rastrigin,30,random,pcg64,7,2000010,33.82856759318116,20007,False
rastrigin,30,random,pcg64,8,2000011,72.63186488930444,20007,False
rastrigin,30,random,pcg64,9,2000012,72.63185481366628,20007,False
rastrigin,30,random,pcg64,10,2000013,32.833603498268815,20007,False
rastrigin,30,random,pcg64,11,2000014,25.86892037096834,20007,False
rastrigin,30,random,pcg64,12,2000015,37.808393745916135,20007,False
rastrigin,30,random,pcg64,13,2000016,91.5360163537336,20007,False
rastrigin,30,random,pcg64,14,2000017,64.67219747037717,20007,False
rastrigin,30,random,pcg64,15,2000018,44.77307687321658,20007,False
rastrigin,30,random,pcg64,16,2000019,62.68229955290508,20007,False
rastrigin,30,random,pcg64,17,2000020,48.752933298304214,20007,False
rastrigin,30,random,pcg64,18,2000021,42.78316379684907,20007,False
rastrigin,30,random,pcg64,19,2000022,52.73273925432474,20007,False
rastrigin,30,random,pcg64,20,2000023,33.8285827520765,20007,False
rastrigin,30,random,pcg64,21,2000024,61.68732515401939,20007,False
rastrigin,30,random,pcg64,22,2000025,50.742770442736,20007,False
rastrigin,30,random,pcg64,23,2000026,54.72263717179689,20007,False
rastrigin,30,random,pcg64,24,2000027,49.74780131000449,20007,False
rastrigin,30,random,pcg64,25,2000028,31.838654516813676,20007,False
rastrigin,30,random,pcg64,26,2000029,76.61162523118,20007,False
rastrigin,30,random,pcg64,27,2000030,33.82857771425745,20007,False
rastrigin,30,random,pcg64,28,2000031,58.702453203455605,20007,False
rastrigin,30,random,pcg64,29,2000032,58.70250371796081,20007,False
rastrigin,30,random,pcg64,30,2000033,59.69744761615874,20007,False
rastrigin,30,random,mt19937,1,2000004,71.63689575657298,20007,False
rastrigin,30,random,mt19937,2,2000005,45.76805612702432,20007,False
rastrigin,30,random,mt19937,3,2000006,58.702483521246336,20007,False
rastrigin,30,random,mt19937,4,2000007,33.8285827520765,20007,False
rastrigin,30,random,mt19937,5,2000008,66.66209016713321,20007,False
