function,dimension,p_sigma_mode,initial_sigma,seed,best_f,evaluations,reached_target
rosenbrock,10,random,0.3,6,7.65118269395542e-09,6681,True
rosenbrock,10,random,0.3,7,8.281477288493697e-09,7391,True
rosenbrock,10,random,0.3,8,9.835732471334991e-09,7301,True
rosenbrock,10,random,0.3,9,9.826431652959764e-09,6971,True
rosenbrock,10,random,0.3,10,9.787652465640598e-09,6421,True
rosenbrock,10,random,0.5,1,4.653860865586299e-09,6291,True
rosenbrock,10,random,0.5,2,6.794173048373944e-09,7231,True
rosenbrock,10,random,0.5,3,5.354069525683414e-09,6281,True
rosenbrock,10,random,0.5,4,9.464517678430204e-09,6801,True
rosenbrock,10,random,0.5,5,3.9865791123471372,20001,False
rosenbrock,10,random,0.5,6,9.054222382182468e-09,5511,True
rosenbrock,10,random,0.5,7,9.016967597930604e-09,5761,True
rosenbrock,10,random,0.5,8,8.608057241268736e-09,6521,True
rosenbrock,10,random,0.5,9,9.03247868783104e-09,6011,True
rosenbrock,10,random,0.5,10,9.40393040219109e-09,7781,True
rosenbrock,10,random,1.0,1,8.978715633281588e-09,6511,True
rosenbrock,10,random,1.0,2,5.130411838895449e-09,6511,True
rosenbrock,10,random,1.0,3,7.5715765245751e-09,7051,True
rosenbrock,10,random,1.0,4,9.893391649348122e-09,7391,True
rosenbrock,10,random,1.0,5,7.531662163585257e-09,6001,True
rosenbrock,10,random,1.0,6,3.9865791123471372,20001,False
rosenbrock,10,random,1.0,7,6.164482951043177e-09,5651,True
rosenbrock,10,random,1.0,8,9.576346515123554e-09,7221,True
rosenbrock,10,random,1.0,9,3.986579112347137,20001,False
rosenbrock,10,random,1.0,10,4.964374994838381e-09,5891,True
rosenbrock,10,random,2.0,1,5.532141394001559e-09,8081,True
rosenbrock,10,random,2.0,2,6.413090963882281e-09,6271,True
rosenbrock,10,random,2.0,3,8.029057138451792e-09,5691,True
rosenbrock,10,random,2.0,4,9.218741843235197e-09,7581,True
rosenbrock,10,random,2.0,5,3.9865791123471372,20001,False
rosenbrock,10,random,2.0,6,7.370420615586236e-09,6551,True
rosenbrock,10,random,2.0,7,9.453821233652319e-09,6661,True
rosenbrock,10,random,2.0,8,9.311628548218676e-09,5931,True
rosenbrock,10,random,2.0,9,4.699954258341553e-09,7661,True
rosenbrock,10,random,2.0,10,4.825556524043633e-09,6531,True
rosenbrock,10,random,5.0,1,7.745479710232825e-09,7401,True
rosenbrock,10,random,5.0,2,3.9865791123471372,20001,False
rosenbrock,10,random,5.0,3,9.975285568486872e-09,7341,True
rosenbrock,10,random,5.0,4,6.482685738943917e-09,4921,True
rosenbrock,10,random,5.0,5,8.099393665592769e-09,5811,True
rosenbrock,10,random,5.0,6,7.352579225524729e-09,7441,True
rosenbrock,10,random,5.0,7,5.561558850602882e-09,6781,True
rosenbrock,10,random,5.0,8,8.594217224539189e-09,6381,True
rosenbrock,10,random,5.0,9,9.923957370911636e-09,6071,True
rosenbrock,10,random,5.0,10,5.049931839743481e-09,8801,True
rastrigin,2,zero,0.1,1,15.919243792461529,20005,False
rastrigin,2,zero,0.1,2,7.959662381108172,20005,False
rastrigin,2,zero,0.1,3,24.873845033948538,20005,False
rastrigin,2,zero,0.1,4,15.919243792461529,20005,False
rastrigin,2,zero,0.1,5,17.909202482974017,20005,False
rastrigin,2,zero,0.1,6,3.979831190554087,20005,False
rastrigin,2,zero,0.1,7,16.91420284955482,20005,False
rastrigin,2,zero,0.1,8,28.85355412509631,20005,False
rastrigin,2,zero,0.1,9,19.899074983015616,20005,False
rastrigin,2,zero,0.1,10,33.82832417602923,20005,False
rastrigin,2,zero,0.3,1,16.91420284955482,20005,False
rastrigin,2,zero,0.3,2,7.959662381108172,20005,False
rastrigin,2,zero,0.3,3,24.87384503394854,20005,False
rastrigin,2,zero,0.3,4,1.9899181141865796,20005,False
rastrigin,2,zero,0.3,5,17.909202482974017,20005,False
rastrigin,2,zero,0.3,6,1.9899181141865796,20005,False
rastrigin,2,zero,0.3,7,16.91420284955482,20005,False
rastrigin,2,zero,0.3,8,28.85355412509631,20005,False
rastrigin,2,zero,0.3,9,0.9949590570932898,20005,False
rastrigin,2,zero,0.3,10,33.82832417602923,20005,False
rastrigin,2,zero,0.5,1,15.919243792461529,20005,False
rastrigin,2,zero,0.5,2,7.959662381108174,20005,False
rastrigin,2,zero,0.5,3,24.87384503394854,20005,False
rastrigin,2,zero,0.5,4,1.1523425276422223,20005,False
rastrigin,2,zero,0.5,5,17.90920248297402,20005,False
rastrigin,2,zero,0.5,6,9.47155243125053e-09,523,True
rastrigin,2,zero,0.5,7,2.7026393385347234,20005,False
rastrigin,2,zero,0.5,8,6.753648307267213e-09,511,True
rastrigin,2,zero,0.5,9,1.9899181141865796,20005,False
rastrigin,2,zero,0.5,10,33.548417164181416,20005,False
rastrigin,2,zero,1.0,1,12.934432432041094,20005,False
rastrigin,2,zero,1.0,2,1.9899181141865796,20005,False
rastrigin,2,zero,1.0,3,1.0856540090696818,20005,False
rastrigin,2,zero,1.0,4,0.9949590570932898,20005,False
rastrigin,2,zero,1.0,5,12.934432432041095,20005,False
rastrigin,2,zero,1.0,6,1.1388931853160074,20005,False
rastrigin,2,zero,1.0,7,0.9949590570932898,20005,False
rastrigin,2,zero,1.0,8,19.899074983015616,20005,False
rastrigin,2,zero,1.0,9,8.954601241487008,20005,False
rastrigin,2,zero,1.0,10,24.873845033948538,20005,False
rastrigin,2,zero,2.0,1,1.9899181141865796,20005,False
rastrigin,2,zero,2.0,2,4.494562944046265e-09,511,True
rastrigin,2,zero,2.0,3,1.101906441592078,20005,False
rastrigin,2,zero,2.0,4,2.0894973528604446,20005,False
rastrigin,2,zero,2.0,5,4.353747584673329e-09,457,True
rastrigin,2,zero,2.0,6,1.8260806200487423e-09,361,True
rastrigin,2,zero,2.0,7,2.519788389180878,20005,False
rastrigin,2,zero,2.0,8,1.082207455630023,20005,False
rastrigin,2,zero,2.0,9,0.9949590570932898,20005,False
rastrigin,2,zero,2.0,10,2.625337454296684,20005,False
rastrigin,2,zero,5.0,1,1.5122298604716846,20005,False
rastrigin,2,zero,5.0,2,0.35322526505992613,20005,False
rastrigin,2,zero,5.0,3,3.979831190554087,20005,False
rastrigin,2,zero,5.0,4,4.171533591253414,20005,False
rastrigin,2,zero,5.0,5,4.974790247647377,20005,False
rastrigin,2,zero,5.0,6,0.9949590570932898,20005,False
rastrigin,2,zero,5.0,7,0.5246874203132279,20005,False
rastrigin,2,zero,5.0,8,0.9949590570932898,20005,False
rastrigin,2,zero,5.0,9,3.3780942487737775e-09,613,True
rastrigin,2,zero,5.0,10,1.9899181141865796,20005,False
rastrigin,2,random,0.1,1,15.919243792461529,20005,False
rastrigin,2,random,0.1,2,7.959662381108174,20005,False
rastrigin,2,random,0.1,3,24.873845033948538,20005,False
rastrigin,2,random,0.1,4,15.919243792461529,20005,False
rastrigin,2,random,0.1,5,17.909202482974017,20005,False
rastrigin,2,random,0.1,6,3.979831190554087,20005,False
rastrigin,2,random,0.1,7,16.91420284955482,20005,False
rastrigin,2,random,0.1,8,28.85355412509631,20005,False
rastrigin,2,random,0.1,9,19.899074983015616,20005,False
rastrigin,2,random,0.1,10,33.82832417602923,20005,False
rastrigin,2,random,0.3,1,24.873722934542222,20005,False
rastrigin,2,random,0.3,2,7.959662381108174,20005,False
rastrigin,2,random,0.3,3,24.87384503394854,20005,False
rastrigin,2,random,0.3,4,15.919243792461529,20005,False
rastrigin,2,random,0.3,5,17.90920248297402,20005,False
rastrigin,2,random,0.3,6,4.974790247647377,20005,False
rastrigin,2,random,0.3,7,16.91420284955482,20005,False
rastrigin,2,random,0.3,8,12.934432432041094,20005,False
rastrigin,2,random,0.3,9,4.974790247647375,20005,False
rastrigin,2,random,0.3,10,33.82832417602923,20005,False
rastrigin,2,random,0.5,1,16.91420284955482,20005,False
rastrigin,2,random,0.5,2,4.974790247647375,20005,False
rastrigin,2,random,0.5,3,14.668172798724775,20005,False
rastrigin,2,random,0.5,4,15.919243792461529,20005,False
rastrigin,2,random,0.5,5,5.11443001260702,20005,False
rastrigin,2,random,0.5,6,2.0120793919886637e-10,361,True
rastrigin,2,random,0.5,7,1.9899181141865796,20005,False
rastrigin,2,random,0.5,8,0.9949590570932898,20005,False
rastrigin,2,random,0.5,9,3.979831190554087,20005,False
rastrigin,2,random,0.5,10,33.82832417602923,20005,False
rastrigin,2,random,1.0,1,25.868681991635512,20005,False
rastrigin,2,random,1.0,2,0.9949590570932898,20005,False
rastrigin,2,random,1.0,3,1.9899181141865796,20005,False
rastrigin,2,random,1.0,4,0.9949590570932898,20005,False
rastrigin,2,random,1.0,5,1.2755485556681379e-09,451,True
rastrigin,2,random,1.0,6,6.067061519843264e-09,373,True
rastrigin,2,random,1.0,7,0.9949590570932898,20005,False
rastrigin,2,random,1.0,8,19.899074983015616,20005,False
rastrigin,2,random,1.0,9,8.954601241487008,20005,False
rastrigin,2,random,1.0,10,1.6914280174702938,20005,False
rastrigin,2,random,2.0,1,5.831532217377486,20005,False
rastrigin,2,random,2.0,2,0.9949590570932898,20005,False
rastrigin,2,random,2.0,3,3.979831190554087,20005,False
rastrigin,2,random,2.0,4,1.3820041712456295,20005,False
rastrigin,2,random,2.0,5,4.974790247647377,20005,False
rastrigin,2,random,2.0,6,1.3948227985677413,20005,False
rastrigin,2,random,2.0,7,0.9949590570932898,20005,False
rastrigin,2,random,2.0,8,0.6985562262013723,20005,False
rastrigin,2,random,2.0,9,0.9949590570932898,20005,False
rastrigin,2,random,2.0,10,4.974790247647375,20005,False
rastrigin,2,random,5.0,1,3.979831190554087,20005,False
rastrigin,2,random,5.0,2,0.5950956355639789,20005,False
rastrigin,2,random,5.0,3,0.9949590570932898,20005,False
rastrigin,2,random,5.0,4,0.9949590570932898,20005,False
rastrigin,2,random,5.0,5,0.9949590570932898,20005,False
rastrigin,2,random,5.0,6,7.959662381108172,20005,False
rastrigin,2,random,5.0,7,2.154699261171153,20005,False
rastrigin,2,random,5.0,8,4.921069773899944e-09,499,True
rastrigin,2,random,5.0,9,1.9899181141865796,20005,False
rastrigin,2,random,5.0,10,0.9949590570932898,20005,False
rastrigin,10,zero,0.1,1,106.45972219940917,20001,False
rastrigin,10,zero,0.1,2,70.64180507776081,20001,False
rastrigin,10,zero,0.1,3,80.59128440658628,20001,False
rastrigin,10,zero,0.1,4,85.56593235811289,20001,False
rastrigin,10,zero,0.1,5,105.4648852417222,20001,False
rastrigin,10,zero,0.1,6,59.69716866049997,20001,False
rastrigin,10,zero,0.1,7,97.5054057330607,20001,False
rastrigin,10,zero,0.1,8,76.61135131334034,20001,False
rastrigin,10,zero,0.1,9,98.50040069908943,20001,False
rastrigin,10,zero,0.1,10,104.47004828403523,20001,False
rastrigin,10,zero,0.3,1,77.6063666589805,20001,False
rastrigin,10,zero,0.3,2,22.884017965154925,20001,False
rastrigin,10,zero,0.3,3,84.57109540042592,20001,False
rastrigin,10,zero,0.3,4,78.60128980713839,20001,False
rastrigin,10,zero,0.3,5,97.50528363365439,20001,False
rastrigin,10,zero,0.3,6,60.69212771759326,20001,False
rastrigin,10,zero,0.3,7,92.53063568212778,20001,False
rastrigin,10,zero,0.3,8,13.929416723667927,20001,False
rastrigin,10,zero,0.3,9,88.55082468828815,20001,False
rastrigin,10,zero,0.3,10,104.47004828403523,20001,False
rastrigin,10,zero,0.5,1,4.974795285466456,20001,False
rastrigin,10,zero,0.5,2,12.934457666574644,20001,False
rastrigin,10,zero,0.5,3,7.959672456746318,20001,False
rastrigin,10,zero,0.5,4,22.88401796515494,20001,False
rastrigin,10,zero,0.5,5,16.91428885712871,20001,False
rastrigin,10,zero,0.5,6,27.858788016087857,20001,False
rastrigin,10,zero,0.5,7,7.959667418927239,20001,False
rastrigin,10,zero,0.5,8,10.94453955238805,20001,False
rastrigin,10,zero,0.5,9,13.929416723667913,20001,False
rastrigin,10,zero,0.5,10,88.55092659098001,20001,False
rastrigin,10,zero,1.0,1,13.929416723667913,20001,False
rastrigin,10,zero,1.0,2,21.889074066957008,20001,False
rastrigin,10,zero,1.0,3,12.934457666574616,20001,False
rastrigin,10,zero,1.0,4,11.939498609481348,20001,False
rastrigin,10,zero,1.0,5,4.974795285466456,20001,False
rastrigin,10,zero,1.0,6,8.954626476020536,20001,False
rastrigin,10,zero,1.0,7,12.93445766657463,20001,False
rastrigin,10,zero,1.0,8,21.889038711347183,20001,False
rastrigin,10,zero,1.0,9,17.909232755326627,20001,False
rastrigin,10,zero,1.0,10,28.85370145903616,20001,False
rastrigin,10,zero,2.0,1,24.87393104152244,20001,False
rastrigin,10,zero,2.0,2,6.9647083618339565,20001,False
rastrigin,10,zero,2.0,3,12.934457666574644,20001,False
rastrigin,10,zero,2.0,4,15.919329800035428,20001,False
rastrigin,10,zero,2.0,5,19.899145831694113,20001,False
rastrigin,10,zero,2.0,6,10.94454459020713,20001,False
rastrigin,10,zero,2.0,7,15.919329800035428,20001,False
rastrigin,10,zero,2.0,8,9.949585533113833,20001,False
rastrigin,10,zero,2.0,9,5.969754342559753,20001,False
rastrigin,10,zero,2.0,10,11.93949860948132,20001,False
rastrigin,10,zero,5.0,1,16.91426866041425,20001,False
rastrigin,10,zero,5.0,2,6.96471339965305,20001,False
rastrigin,10,zero,5.0,3,12.934457666574644,20001,False
rastrigin,10,zero,5.0,4,17.909227717507548,20001,False
rastrigin,10,zero,5.0,5,12.934457666574644,20001,False
rastrigin,10,zero,5.0,6,10.94454459020713,20001,False
rastrigin,10,zero,5.0,7,27.858803174983223,20001,False
rastrigin,10,zero,5.0,8,14.924350546227686,20001,False
rastrigin,10,zero,5.0,9,12.934457666574616,20001,False
rastrigin,10,zero,5.0,10,3.979836228373159,20001,False
rastrigin,10,random,0.1,1,88.55076391524779,20001,False
rastrigin,10,random,0.1,2,70.64180507776081,20001,False
rastrigin,10,random,0.1,3,80.5912844065863,20001,False
rastrigin,10,random,0.1,4,92.53057490908742,20001,False
rastrigin,10,random,0.1,5,105.4648852417222,20001,False
rastrigin,10,random,0.1,6,59.69716866049997,20001,False
rastrigin,10,random,0.1,7,97.5054057330607,20001,False
rastrigin,10,random,0.1,8,75.61639225624705,20001,False
rastrigin,10,random,0.1,9,106.45992078407681,20001,False
rastrigin,10,random,0.1,10,91.53572223917948,20001,False
rastrigin,10,random,0.3,1,81.5861978495346,20001,False
rastrigin,10,random,0.3,2,71.63670336181374,20001,False
rastrigin,10,random,0.3,3,87.55589104862538,20001,False
rastrigin,10,random,0.3,4,63.676979654339604,20001,False
rastrigin,10,random,0.3,5,105.4648852417222,20001,False
rastrigin,10,random,0.3,6,59.69716866049997,20001,False
rastrigin,10,random,0.3,7,90.54076318208618,20001,False
rastrigin,10,random,0.3,8,51.73751131721087,20001,False
rastrigin,10,random,0.3,9,64.67210138716513,20001,False
rastrigin,10,random,0.3,10,97.5054057330607,20001,False
rastrigin,10,random,0.5,1,11.939478412766874,20001,False
rastrigin,10,random,0.5,2,16.91426866041425,20001,False
rastrigin,10,random,0.5,3,46.76278184260386,20001,False
rastrigin,10,random,0.5,4,4.974795285466456,20001,False
rastrigin,10,random,0.5,5,13.929416723667913,20001,False
rastrigin,10,random,0.5,6,34.823491340102734,20001,False
rastrigin,10,random,0.5,7,69.64674933869173,20001,False
rastrigin,10,random,0.5,8,14.924355584046765,20001,False
rastrigin,10,random,0.5,9,12.934457666574644,20001,False
rastrigin,10,random,0.5,10,5.969754342559753,20001,False
rastrigin,10,random,1.0,1,8.95462647602055,20001,False
rastrigin,10,random,1.0,2,5.969754342559753,20001,False
rastrigin,10,random,1.0,3,28.85374203536206,20001,False
rastrigin,10,random,1.0,4,8.954626476020536,20001,False
rastrigin,10,random,1.0,5,26.86382895899456,20001,False
rastrigin,10,random,1.0,6,15.919329800035428,20001,False
rastrigin,10,random,1.0,7,10.94454459020713,20001,False
rastrigin,10,random,1.0,8,9.949585533113833,20001,False
rastrigin,10,random,1.0,9,22.88401292733586,20001,False
rastrigin,10,random,1.0,10,24.87393104152244,20001,False
rastrigin,10,random,2.0,1,14.92437074294213,20001,False
rastrigin,10,random,2.0,2,8.954626476020536,20001,False
rastrigin,10,random,2.0,3,7.959667418927239,20001,False
rastrigin,10,random,2.0,4,19.899140793875063,20001,False
rastrigin,10,random,2.0,5,15.919329800035428,20001,False
rastrigin,10,random,2.0,6,8.954626476020536,20001,False
rastrigin,10,random,2.0,7,11.93949860948132,20001,False
rastrigin,10,random,2.0,8,6.964708361833971,20001,False
rastrigin,10,random,2.0,9,7.959672456746333,20001,False
rastrigin,10,random,2.0,10,11.939498609481333,20001,False
rastrigin,10,random,5.0,1,18.904186774600845,20001,False
rastrigin,10,random,5.0,2,14.92437578076121,20001,False
rastrigin,10,random,5.0,3,9.949585533113833,20001,False
rastrigin,10,random,5.0,4,10.94454459020713,20001,False
rastrigin,10,random,5.0,5,21.889058908061642,20001,False
rastrigin,10,random,5.0,6,6.9647083618339565,20001,False
rastrigin,10,random,5.0,7,14.92437074294213,20001,False
rastrigin,10,random,5.0,8,28.85369642121708,20001,False
rastrigin,10,random,5.0,9,9.949580495294754,20001,False
rastrigin,10,random,5.0,10,19.899160990589507,20001,False
ackley,2,zero,0.1,1,8.616250044048794,20005,False
ackley,2,zero,0.1,2,6.559645375627877,20005,False
ackley,2,zero,0.1,3,10.120350743632669,20005,False
ackley,2,zero,0.1,4,4.615845927702367e-09,541,True
ackley,2,zero,0.1,5,9.001093478292004,20005,False
ackley,2,zero,0.1,6,3.0177393917085737e-09,631,True
ackley,2,zero,0.1,7,8.81315177404689,20005,False
ackley,2,zero,0.1,8,10.64502748371434,20005,False
ackley,2,zero,0.1,9,9.353039239137802,20005,False
ackley,2,zero,0.1,10,11.217549480016734,20005,False
ackley,2,zero,0.3,1,6.281880349234825e-09,637,True
ackley,2,zero,0.3,2,6.559645375627873,20005,False
ackley,2,zero,0.3,3,10.12035074363267,20005,False
ackley,2,zero,0.3,4,3.5645055795896496e-09,535,True
ackley,2,zero,0.3,5,9.001093478292004,20005,False
ackley,2,zero,0.3,6,9.271645229347314e-09,577,True
ackley,2,zero,0.3,7,7.734062723585566e-09,529,True
ackley,2,zero,0.3,8,10.64502748371434,20005,False
ackley,2,zero,0.3,9,6.181938960736488e-09,589,True
ackley,2,zero,0.3,10,11.217549480016736,20005,False
ackley,2,zero,0.5,1,9.752693319597938e-09,553,True
ackley,2,zero,0.5,2,9.593670302621149e-09,529,True
ackley,2,zero,0.5,3,9.405692669162136e-09,535,True
ackley,2,zero,0.5,4,2.1777464276340197e-09,565,True
ackley,2,zero,0.5,5,7.948493863096928e-09,499,True
ackley,2,zero,0.5,6,3.78465658812388e-09,541,True
ackley,2,zero,0.5,7,5.595357510657095e-09,535,True
ackley,2,zero,0.5,8,10.64502748371434,20005,False
ackley,2,zero,0.5,9,9.591783811657706e-09,541,True
ackley,2,zero,0.5,10,9.80351488877318e-09,649,True
ackley,2,zero,1.0,1,2.811639365773999e-09,607,True
ackley,2,zero,1.0,2,4.925990726434293e-09,535,True
ackley,2,zero,1.0,3,3.716849494850294e-09,589,True
ackley,2,zero,1.0,4,8.952799834816005e-09,547,True
ackley,2,zero,1.0,5,8.574230214719591e-10,505,True
ackley,2,zero,1.0,6,3.6493976729445876e-09,523,True
ackley,2,zero,1.0,7,1.8168901938508952e-09,517,True
ackley,2,zero,1.0,8,7.895245790479066e-09,565,True
ackley,2,zero,1.0,9,9.573352333092089e-09,607,True
ackley,2,zero,1.0,10,9.546508028535072e-09,595,True
ackley,2,zero,2.0,1,5.788564738651303e-09,565,True
ackley,2,zero,2.0,2,6.9207790609482345e-09,511,True
ackley,2,zero,2.0,3,7.539111113175068e-09,577,True
ackley,2,zero,2.0,4,9.92740512018031e-09,577,True
ackley,2,zero,2.0,5,3.3078255690099923e-09,505,True
ackley,2,zero,2.0,6,8.005497154073282e-09,577,True
ackley,2,zero,2.0,7,6.792614914985506e-09,595,True
ackley,2,zero,2.0,8,2.0863102356827312e-09,529,True
ackley,2,zero,2.0,9,3.2781923842151173e-09,529,True
ackley,2,zero,2.0,10,8.736944057119445e-09,559,True
ackley,2,zero,5.0,1,6.926633933090898e-09,547,True
ackley,2,zero,5.0,2,5.534027014419962e-09,547,True
ackley,2,zero,5.0,3,5.369138467159473e-09,577,True
ackley,2,zero,5.0,4,8.718914035199532e-09,547,True
ackley,2,zero,5.0,5,8.236718418430655e-09,547,True
ackley,2,zero,5.0,6,7.608012442261725e-09,565,True
ackley,2,zero,5.0,7,5.495306432123925e-10,535,True
ackley,2,zero,5.0,8,6.1166152143243835e-09,583,True
ackley,2,zero,5.0,9,2.013071043194259e-09,529,True
ackley,2,zero,5.0,10,3.726015496141599e-09,595,True
ackley,2,random,0.1,1,8.616250044048796,20005,False
ackley,2,random,0.1,2,6.559645375627873,20005,False
ackley,2,random,0.1,3,9.353039239137802,20005,False
ackley,2,random,0.1,4,8.314558375133174e-09,529,True
ackley,2,random,0.1,5,9.001093478292006,20005,False
ackley,2,random,0.1,6,3.7493745885797125e-09,571,True
ackley,2,random,0.1,7,8.81315177404689,20005,False
ackley,2,random,0.1,8,10.64502748371434,20005,False
ackley,2,random,0.1,9,9.353039239137802,20005,False
ackley,2,random,0.1,10,10.120350743632669,20005,False
ackley,2,random,0.3,1,8.516736205166353e-09,727,True
ackley,2,random,0.3,2,5.962381255386617e-09,529,True
ackley,2,random,0.3,3,10.12035074363267,20005,False
ackley,2,random,0.3,4,8.616250044048794,20005,False
ackley,2,random,0.3,5,9.001093478292006,20005,False
ackley,2,random,0.3,6,2.9172118054532348e-09,523,True
ackley,2,random,0.3,7,6.271282604330963e-09,619,True
ackley,2,random,0.3,8,7.951385772031472e-09,631,True
ackley,2,random,0.3,9,8.562424103075728e-09,541,True
ackley,2,random,0.3,10,11.217549480016734,20005,False
ackley,2,random,0.5,1,2.11910178293806e-09,637,True
ackley,2,random,0.5,2,9.129415889930215e-09,517,True
ackley,2,random,0.5,3,4.128271502423786e-09,577,True
ackley,2,random,0.5,4,4.623651239654691e-09,559,True
ackley,2,random,0.5,5,5.619182008587131e-09,553,True
ackley,2,random,0.5,6,8.436849885384845e-09,565,True
ackley,2,random,0.5,7,5.911740874608995e-09,601,True
ackley,2,random,0.5,8,9.058866101696594e-09,631,True
ackley,2,random,0.5,9,6.997979529188569e-09,535,True
ackley,2,random,0.5,10,11.217549480016734,20005,False
ackley,2,random,1.0,1,6.836430532786153e-09,709,True
ackley,2,random,1.0,2,7.089419273853537e-09,529,True
ackley,2,random,1.0,3,8.303544962728893e-09,517,True
ackley,2,random,1.0,4,3.494705413942256e-09,577,True
ackley,2,random,1.0,5,5.57997070771421e-09,511,True
ackley,2,random,1.0,6,7.078796659953923e-09,565,True
ackley,2,random,1.0,7,4.610886339406761e-09,595,True
ackley,2,random,1.0,8,4.371472517306074e-09,601,True
ackley,2,random,1.0,9,7.996928008680015e-09,535,True
ackley,2,random,1.0,10,5.844075889882561e-09,589,True
ackley,2,random,2.0,1,8.856343658436572e-09,703,True
ackley,2,random,2.0,2,5.719802409487329e-10,517,True
ackley,2,random,2.0,3,6.188678458585173e-09,613,True
ackley,2,random,2.0,4,4.571707012956949e-09,565,True
ackley,2,random,2.0,5,8.734375445129672e-09,535,True
ackley,2,random,2.0,6,6.0842393345694745e-09,565,True
ackley,2,random,2.0,7,9.632352249155929e-09,517,True
ackley,2,random,2.0,8,7.379043598376711e-09,631,True
ackley,2,random,2.0,9,1.3818710620228103e-09,535,True
ackley,2,random,2.0,10,9.323713801023814e-09,625,True
ackley,2,random,5.0,1,9.40733757559542e-09,541,True
ackley,2,random,5.0,2,2.9029512127465296e-09,541,True
ackley,2,random,5.0,3,6.027580656819964e-09,463,True
ackley,2,random,5.0,4,4.944503917414522e-09,577,True
ackley,2,random,5.0,5,8.631005687931292e-09,505,True
ackley,2,random,5.0,6,9.897541008996313e-09,571,True
ackley,2,random,5.0,7,5.023594429331979e-09,595,True
ackley,2,random,5.0,8,9.01125263297331e-09,547,True
ackley,2,random,5.0,9,9.325905825363634e-09,559,True
ackley,2,random,5.0,10,5.023359950229178e-09,577,True
ackley,10,zero,0.1,1,8.616259216202588,20001,False
ackley,10,zero,0.1,2,8.236203990085329,20001,False
ackley,10,zero,0.1,3,8.451671643776933,20001,False
ackley,10,zero,0.1,4,9.10984154115177,20001,False
ackley,10,zero,0.1,5,9.250557503488034,20001,False
ackley,10,zero,0.1,6,7.717823234678949,20001,False
ackley,10,zero,0.1,7,9.285002463477797,20001,False
ackley,10,zero,0.1,8,8.493423601815856,20001,False
ackley,10,zero,0.1,9,9.614468201710302,20001,False
ackley,10,zero,0.1,10,9.518362775414491,20001,False
ackley,10,zero,0.3,1,5.050374785042777e-09,2801,True
ackley,10,zero,0.3,2,8.950867158574738e-09,2901,True
ackley,10,zero,0.3,3,9.259619293544574e-09,2781,True
ackley,10,zero,0.3,4,9.91396165161973e-09,2911,True
ackley,10,zero,0.3,5,9.118523269791012e-09,2961,True
ackley,10,zero,0.3,6,9.485191743152654e-09,2701,True
ackley,10,zero,0.3,7,8.493449343854671,20001,False
ackley,10,zero,0.3,8,7.733213625016333e-09,2721,True
ackley,10,zero,0.3,9,9.616841101234286e-09,3041,True
ackley,10,zero,0.3,10,9.375110909815021e-09,3061,True
ackley,10,zero,0.5,1,6.929891771534358e-09,2971,True
ackley,10,zero,0.5,2,7.57085460989515e-09,2731,True
ackley,10,zero,0.5,3,9.42671052328592e-09,2671,True
ackley,10,zero,0.5,4,9.603763562182621e-09,2951,True
ackley,10,zero,0.5,5,7.155531722702335e-09,3091,True
ackley,10,zero,0.5,6,7.211774732951426e-09,2971,True
ackley,10,zero,0.5,7,9.850829929547444e-09,2751,True
ackley,10,zero,0.5,8,5.842349271034664e-09,2741,True
ackley,10,zero,0.5,9,9.270586520671031e-09,2831,True
ackley,10,zero,0.5,10,9.440264125970543e-09,2891,True
ackley,10,zero,1.0,1,9.820013691097529e-09,2741,True
ackley,10,zero,1.0,2,1.155148502709825,20001,False
ackley,10,zero,1.0,3,9.62749213684333e-09,2681,True
ackley,10,zero,1.0,4,9.857544558400377e-09,2811,True
ackley,10,zero,1.0,5,9.308113835260201e-09,2861,True
ackley,10,zero,1.0,6,9.297064895719132e-09,2611,True
ackley,10,zero,1.0,7,9.032711023593265e-09,2811,True
ackley,10,zero,1.0,8,8.641983573198786e-09,2771,True
ackley,10,zero,1.0,9,8.029449549695755e-09,2871,True
ackley,10,zero,1.0,10,9.005085122026912e-09,2821,True
ackley,10,zero,2.0,1,9.554981250659011e-09,2601,True
ackley,10,zero,2.0,2,9.835020353676782e-09,2911,True
ackley,10,zero,2.0,3,7.725131201397062e-09,2681,True
ackley,10,zero,2.0,4,8.82729311868502e-09,2881,True
ackley,10,zero,2.0,5,7.99972754705891e-09,2711,True
ackley,10,zero,2.0,6,9.105861398239767e-09,2701,True
ackley,10,zero,2.0,7,9.225072705731918e-09,2631,True
ackley,10,zero,2.0,8,9.508458465035119e-09,2571,True
ackley,10,zero,2.0,9,9.913169396469357e-09,2751,True
ackley,10,zero,2.0,10,9.321376115423163e-09,2761,True
ackley,10,zero,5.0,1,9.45265243856852e-09,2701,True
ackley,10,zero,5.0,2,7.247365818585649e-09,2871,True
ackley,10,zero,5.0,3,9.234405684566127e-09,2641,True
ackley,10,zero,5.0,4,9.983879056818523e-09,2891,True
ackley,10,zero,5.0,5,8.032885023823155e-09,2781,True
ackley,10,zero,5.0,6,9.438889225776848e-09,2611,True
ackley,10,zero,5.0,7,9.688826185794142e-09,2711,True
ackley,10,zero,5.0,8,9.57364720832743e-09,2881,True
ackley,10,zero,5.0,9,9.768989617242596e-09,2891,True
ackley,10,zero,5.0,10,8.97692276069506e-09,2821,True
